Cidade,País,Temperatura,Sensação Térmica,Temp. Mínima,Temp. Máxima,Pressão,Umidade,Descrição,Velocidade do Vento,Direção do Vento,Nuvens,Nascer do Sol,Pôr do Sol,Fuso Horário
Rio de Janeiro,BR,21.79,22.32,20.56,21.98,1015,88,nublado,2.06,10,75,06:11:55,17:27:55,UTC-03:00
